Geneid_Name	log2FoldChange	pvalue	padj	Full Name	URL
Mex3c	0.0807650340777868	0.0020992918644113	0.0872142223506225	mex3 RNA binding family member C(Mex3c)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=240396&tool=geneReport
Topors	0.11211877951587	0.0003054799113566	0.0362245039188488	topoisomerase I binding, arginine/serine-rich(Topors)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=106021&tool=geneReport
Zdhhc2	0.110348922520702	0.0026011030674158	0.0962861065351906	zinc finger, DHHC domain containing 2(Zdhhc2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=70546&tool=geneReport
Meg3	-0.268718753169014	0.000625301699856	0.0496425959682353	maternally expressed 3(Meg3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=17263&tool=geneReport
Rad21	0.0774831581602478	0.0073294069981833	0.148510851708445	RAD21 cohesin complex component(Rad21)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=19357&tool=geneReport
Rn7sk	1.66418451034836	8.57431066970217e-05	0.0201975065098746	RNA, 7SK, nuclear(Rn7sk)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=19817&tool=geneReport
Cfp	-0.233443442157971	0.0097635100020803	0.166225738262414	complement factor properdin(Cfp)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=18636&tool=geneReport
Cep76	0.131207649715939	0.0038399104424306	0.113656496128564	centrosomal protein 76(Cep76)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=225659&tool=geneReport
Fuca2	0.093496608107245	0.0022536543213449	0.0890811547778878	fucosidase, alpha-L- 2, plasma(Fuca2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=66848&tool=geneReport
Dnmt3a	-0.123278050918738	0.0010198419671133	0.0634809272286885	DNA methyltransferase 3A(Dnmt3a)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=13435&tool=geneReport
Higd1b	-0.217131954595164	0.0040172716930736	0.114214874721439	HIG1 domain family, member 1B(Higd1b)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=75689&tool=geneReport
Larp4	0.102436816797847	0.0018112214521057	0.0807977264920323	La ribonucleoprotein 4(Larp4)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=207214&tool=geneReport
Rhot1	0.08157449928859	0.0020747845164213	0.0867704524546202	ras homolog family member T1(Rhot1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=59040&tool=geneReport
Sfxn2	-0.212075097716025	0.0003658131287808	0.0389424703456682	sideroflexin 2(Sfxn2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=94279&tool=geneReport
Nprl3	-0.0734639973857305	0.0091637229032214	0.162126136991415	nitrogen permease regulator-like 3(Nprl3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=17168&tool=geneReport
Ushbp1	-0.303624463462973	5.3180763117895e-05	0.017590920241666	USH1 protein network component harmonin binding protein 1(Ushbp1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=234395&tool=geneReport
Stk38l	0.0921680980599457	0.0055058472348886	0.131746556568165	serine/threonine kinase 38 like(Stk38l)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=232533&tool=geneReport
Napsa	-0.336251874141398	0.0001847426931149	0.0262222658954685	napsin A aspartic peptidase(Napsa)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=16541&tool=geneReport
Gjb3	-0.395180653577687	0.008779529659384	0.159718575181921	gap junction protein, beta 3(Gjb3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=14620&tool=geneReport
Mtmr2	0.0714823404607604	0.0079566873088655	0.154643665372309	myotubularin related protein 2(Mtmr2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=77116&tool=geneReport
Mtmr1	0.0723037421575362	0.0063468465259299	0.140411501165304	myotubularin related protein 1(Mtmr1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=53332&tool=geneReport
mt-Co2	1.22748653466088	0.0087950649324052	0.159718575181921	cytochrome c oxidase II, mitochondrial(mt-Co2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=17709&tool=geneReport
Pkd1l3	-0.214053769976839	0.0002696953630804	0.033861232033465	polycystic kidney disease 1 like 3(Pkd1l3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=244646&tool=geneReport
Tk1	-0.266479955605092	0.0047085574990921	0.121850184120153	thymidine kinase 1(Tk1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=21877&tool=geneReport
Junb	0.263778539028715	0.0002072915986013	0.028349017455433	jun B proto-oncogene(Junb)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=16477&tool=geneReport
Mfsd2b	-0.32709252832465	0.0014194917579923	0.0727681816092527	MFSD2 lysolipid transporter B, sphingolipid(Mfsd2b)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=432628&tool=geneReport
Nudc	0.0940752909786067	7.28133571346769e-05	0.0189476536010459	nudC nuclear distribution protein(Nudc)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=18221&tool=geneReport
Ell	-0.0986074224965983	0.0039401796412978	0.114064903627572	elongation factor RNA polymerase II(Ell)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=13716&tool=geneReport
AU022754	-0.206345070543673	0.003775842524499	0.113241031160365	expressed sequence AU022754(AU022754)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=105975&tool=geneReport
Slc27a1	-0.115222034434215	0.0038028423231601	0.11324694007343	solute carrier family 27 (fatty acid transporter), member 1(Slc27a1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=26457&tool=geneReport
Man2c1	-0.153534967556334	0.002676567539485	0.0974592079611292	mannosidase, alpha, class 2C, member 1(Man2c1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=73744&tool=geneReport
Snora31	-0.314567684699364	0.0056181134134155	0.1335739425757	small nucleolar RNA, H/ACA box 31(Snora31)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=100303751&tool=geneReport
Rgs7bp	0.116233895359106	0.007009540576409	0.14657450026741	regulator of G-protein signalling 7 binding protein(Rgs7bp)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=52882&tool=geneReport
Echdc2	-0.204780898309118	0.0022026292104636	0.0878018300677726	enoyl Coenzyme A hydratase domain containing 2(Echdc2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=52430&tool=geneReport
Adm	0.384156549559125	0.0072299275109082	0.147720743559845	adrenomedullin(Adm)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=11535&tool=geneReport
Smg8	0.0753191176459576	0.0063023851570772	0.140141505033552	SMG8 nonsense mediated mRNA decay factor(Smg8)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=74133&tool=geneReport
Mnat1	0.123068106732414	0.0042355814432632	0.116190122871128	menage a trois 1(Mnat1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=17420&tool=geneReport
Wdr47	0.0784395742434343	0.0083932895239519	0.156942786946871	WD repeat domain 47(Wdr47)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=99512&tool=geneReport
Amigo3	-0.209774345329643	0.0069682122851285	0.14657450026741	adhesion molecule with Ig like domain 3(Amigo3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=320844&tool=geneReport
Csf2ra	-0.229603085852726	0.0048251577802094	0.123066668558238	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)(Csf2ra)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=12982&tool=geneReport
Srp68	0.0948420599734978	2.08434375187493e-05	0.0119569780375895	signal recognition particle 68(Srp68)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=217337&tool=geneReport
Gm16209	-0.333751691854292	0.0007803478216877	0.055803804531075	predicted gene 16209(Gm16209)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=100418381&tool=geneReport
Tbc1d12	0.0827313376631603	0.0073739123402195	0.148927640400203	TBC1D12: TBC1 domain family, member 12(Tbc1d12)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=209478&tool=geneReport
Ttc9c	0.0851706108102772	0.007549732284392	0.149910576175112	tetratricopeptide repeat domain 9C(Ttc9c)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=70387&tool=geneReport
Spata1	-0.171902748930106	0.0075130359366762	0.149910576175112	spermatogenesis associated 1(Spata1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=70951&tool=geneReport
Stau1	0.0682762765785172	0.0003927432478383	0.0404638135076955	staufen double-stranded RNA binding protein 1(Stau1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=20853&tool=geneReport
Bvht	-0.256378907084425	0.0007988204642551	0.0562657902942992	braveheart long non-coding RNA(Bvht)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=545261&tool=geneReport
Gm7420	-0.319692793077006	0.0053824637744074	0.130570666767544	predicted gene 7420(Gm7420)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=664949&tool=geneReport
Psmb2	0.150208832561828	0.0028731132094993	0.100811548792792	proteasome (prosome, macropain) subunit, beta type 2(Psmb2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=26445&tool=geneReport
Kank3	-0.167449585218062	8.62404206228634e-05	0.0201975065098746	KN motif and ankyrin repeat domains 3(Kank3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=80880&tool=geneReport
Rn18s-rs5	1.03977040977881	0.0042620283250062	0.11674468230602	18s RNA, related sequence 5(Rn18s-rs5)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=110183&tool=geneReport
Arglu1	-0.100956787779074	0.0064049728639305	0.141198358336269	arginine and glutamate rich 1(Arglu1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=234023&tool=geneReport
Zfp868	0.110699865680243	0.0006387808088067	0.050058231511467	zinc finger protein 868(Zfp868)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=234362&tool=geneReport
Ldhb	0.0936973720472109	0.0057905333933099	0.135411479189199	lactate dehydrogenase B(Ldhb)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=16832&tool=geneReport
Gm24299	-0.334984093617856	0.0039839244653691	0.114064903627572	predicted gene, 24299(Gm24299)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=115487311&tool=geneReport
Chkb	-0.116983484881814	0.0029403937904231	0.101448004541541	choline kinase beta(Chkb)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=12651&tool=geneReport
Zfyve28	-0.0860537146202312	0.0079785650881468	0.154908181856497	zinc finger, FYVE domain containing 28(Zfyve28)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=231125&tool=geneReport
Pram1	-0.492639563495587	0.0060624539641487	0.136850768038905	PML-RAR alpha-regulated adaptor molecule 1(Pram1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=378460&tool=geneReport
Gm14042	-0.238966880845262	0.0020604993585971	0.0863658075675098	predicted gene 14042(Gm14042)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=105244298&tool=geneReport
Gm14286	-0.398176357043517	1.34241860077529e-06	0.0031128251732679	predicted gene 14286(Gm14286)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=102637388&tool=geneReport
Ahsg	-2.17410975069491	0.0003007973483414	1.0	alpha-2-HS-glycoprotein(Ahsg)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=11625&tool=geneReport
Smpd1	0.100879664263227	0.0029231506102817	0.101235027420036	sphingomyelin phosphodiesterase 1, acid lysosomal(Smpd1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=20597&tool=geneReport
Vma21	0.0835293218860585	0.0003855346533095	0.0403540629296498	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)(Vma21)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=67048&tool=geneReport
Pnpla3	-0.205005041783414	0.0012531318231316	0.0690549348182194	patatin-like phospholipase domain containing 3(Pnpla3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=116939&tool=geneReport
Rpl19	0.103212093806053	0.0011330001178533	0.066130499090655	ribosomal protein L19(Rpl19)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=19921&tool=geneReport
Dusp5	0.222190379782356	1.65498275256874e-05	0.0119569780375895	dual specificity phosphatase 5(Dusp5)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=240672&tool=geneReport
Wdr27	-0.355972788546404	0.0044670494484392	0.118884429639143	WD repeat domain 27(Wdr27)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=71682&tool=geneReport
Mirg	-0.22198074557526	0.0053228628079004	0.130570666767544	miRNA containing gene(Mirg)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=100040724&tool=geneReport
Strada	-0.127260722683773	0.001250073063777	0.0690549348182194	STE20-related kinase adaptor alpha(Strada)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=72149&tool=geneReport
Arrdc1	-0.211971294292304	0.0014956297928486	0.0743292302355766	arrestin domain containing 1(Arrdc1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=215705&tool=geneReport
Usp1	0.100548492500995	0.0097334685636825	0.166089496365351	ubiquitin specific peptidase 1(Usp1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=230484&tool=geneReport
Rrp1b	-0.106429915345504	0.0083821128838514	0.156890376615226	ribosomal RNA processing 1B(Rrp1b)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=72462&tool=geneReport
Fosb	0.231239145282593	0.0035872717223855	0.110901632370538	FBJ osteosarcoma oncogene B(Fosb)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=14282&tool=geneReport
Tmco3	0.0706711432469	0.0030151587200548	0.101787412214321	transmembrane and coiled-coil domains 3(Tmco3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=234076&tool=geneReport
Inha	-0.207450239249246	0.0029157744453259	0.1011665740882	inhibin alpha(Inha)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=16322&tool=geneReport
Dusp6	0.192378290621542	0.0002715092321876	0.033861232033465	dual specificity phosphatase 6(Dusp6)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=67603&tool=geneReport
Aoc2	-0.21656481676907	0.0024097785189061	0.0923304914728549	amine oxidase copper containing 2(Aoc2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=237940&tool=geneReport
Psmd8	0.0822263913778569	6.00253952778868e-05	0.017590920241666	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8(Psmd8)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=57296&tool=geneReport
Tatdn3	-0.146981209796833	0.0033414826391981	0.107018835432507	TatD DNase domain containing 3(Tatdn3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=68972&tool=geneReport
Gm8738	-0.5104309347202	0.0012596368271058	0.0692098404476668	predicted gene 8738(Gm8738)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=115487806&tool=geneReport
Wwp1	0.0963677585042543	0.0053875748329649	0.130570666767544	WW domain containing E3 ubiquitin protein ligase 1(Wwp1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=107568&tool=geneReport
Rapgef4os1	-0.533006629962113	0.0059593066796082	0.136448305021165	Rap guanine nucleotide exchange factor (GEF) 4, opposite strand 1(Rapgef4os1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=100040270&tool=geneReport
Gpr3	0.216712438278929	0.0016829247173183	0.0777434229491211	G-protein coupled receptor 3(Gpr3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=14748&tool=geneReport
Rapgef4os3	-0.330218649637219	0.0002248554295396	0.0296682487877103	Rap guanine nucleotide exchange factor (GEF) 4, opposite strand 3(Rapgef4os3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=380612&tool=geneReport
Gm12098	-0.805509609851212	2.50322700790109e-05	0.0123422266368512	predicted gene 12098(Gm12098)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=654445&tool=geneReport
4933406C10Rik	-0.243823281175974	0.0015028847981246	0.074341591170405	RIKEN cDNA 4933406C10 gene(4933406C10Rik)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=74076&tool=geneReport
BC046251	-0.425479577563685	0.0009039511349048	0.0602650015792231	cDNA sequence BC046251(BC046251)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=407810&tool=geneReport
Atad1	0.0689222299903614	0.0060073079957991	0.136448305021165	ATPase family, AAA domain containing 1(Atad1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=67979&tool=geneReport
Zfp605	0.127469980701132	0.002172250342529	0.08771397072764	zinc finger protein 605(Zfp605)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=675812&tool=geneReport
9630001P10Rik	-0.221514166433326	0.0052613982968102	0.130049549457831	RIKEN cDNA 9630001P10 gene(9630001P10Rik)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=319251&tool=geneReport
Slc29a1	-0.120755796172983	0.0045754691516104	0.120466886218072	solute carrier family 29 (nucleoside transporters), member 1(Slc29a1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=63959&tool=geneReport
Arcn1	0.0894323746381352	0.0012679074138949	0.0694605652243719	archain 1(Arcn1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=213827&tool=geneReport
Rnpepl1	-0.12742793573009	0.00310282913831	0.103997507576703	arginyl aminopeptidase (aminopeptidase B)-like 1(Rnpepl1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=108657&tool=geneReport
Cep19	0.111953588642164	0.0067556160296865	0.144737526572536	centrosomal protein 19(Cep19)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=66994&tool=geneReport
Kcnh5	0.345377624278775	0.0085241283413355	0.157939376398144	potassium voltage-gated channel, subfamily H (eag-related), member 5(Kcnh5)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=238271&tool=geneReport
Socs5	0.102397992318411	4.01873292399905e-05	0.0163684739269666	suppressor of cytokine signaling 5(Socs5)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=56468&tool=geneReport
Csmd2	-0.165873052392084	3.24778188144356e-05	0.0144882003168396	CUB and Sushi multiple domains 2(Csmd2)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=329942&tool=geneReport
Tceal8	0.138250626440351	0.003984739194431	0.114064903627572	transcription elongation factor A (SII)-like 8(Tceal8)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=66684&tool=geneReport
Socs6	0.100707205758303	0.0009838379096881	0.0618563324695211	suppressor of cytokine signaling 6(Socs6)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=54607&tool=geneReport
Pkhd1l1	-0.32994952535836	0.0046500672155331	0.121173378790305	polycystic kidney and hepatic disease 1-like 1(Pkhd1l1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=192190&tool=geneReport
Hsd17b12	0.0692539825554465	0.0066187203656147	0.144028274994376	hydroxysteroid (17-beta) dehydrogenase 12(Hsd17b12)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=56348&tool=geneReport
Plekhn1	-0.207852713208811	0.0041784375724739	0.11597232344006	pleckstrin homology domain containing, family N member 1(Plekhn1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=231002&tool=geneReport
Acat3	-0.164388786828198	0.0091240591938134	0.161866375650563	acetyl-Coenzyme A acetyltransferase 3(Acat3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=224530&tool=geneReport
Tbx3os1	-0.436397947957264	0.0011039176626502	0.0653155530816548	T-box 3, opposite strand 1(Tbx3os1)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=100039542&tool=geneReport
Golph3	0.0991639628322352	0.0002029842610094	0.0279640670167112	golgi phosphoprotein 3(Golph3)	https://davidbioinformatics.nih.gov/api.jsp?type=ENTREZ_GENE_ID&ids=66629&tool=geneReport
